Matvare ID,Matvare,Kategori,Kostholdsgrupper,Kilojoule (kJ),Kilokalorier (kcal),Vann (g),Fett (g),Mettede fettsyrer (g),C12:0 (laurinsyre) (g),C14:0 (myristinsyre) (g),C16:0 (palmitinsyre) (g),C18:0 (stearinsyre) (g),Transfettsyrer (g),Enumettede fettsyrer (g),C16:1 sum (palmitoleinsyre) (g),C18:1 sum (oljesyre) (g),Flerumettede fettsyrer (g),C18:2n-6 (linolsyre) (g),C18:3n-3 (alfalinolensyre) (g),C20:3n-3 (eikosatriensyre) (g),"C20:3n-6 (dihomo-gamma-linolensyre, DGLA) (g)",C20:4n-3 (eikosatetraensyre) (g),C20:4n-6 (arakidonsyre) (g),"C20:5n-3 (eikosapentaensyre, EPA) (g)","C22:5n-3 (dokosapentaensyre, DPA) (g)","C22:6n-3 (dokosaheksaensyre, DHA) (g)",Omega-3 (g),Omega-6 (g),Kolesterol (mg),Karbohydrat (g),Stivelse (g),Sukkerarter (g),"Sukker, tilsatt (g)","Sukker, fritt (g)",Kostfiber (g),Protein (g),Salt (NaCl) (g),Alkohol (g),Vitamin A (RAE) (RAE),Vitamin A (RE) (RE),Retinol (µg),Betakaroten (µg),Vitamin D (µg),Vitamin E (mg-ATE),Vitamin B1 (tiamin) (mg),Vitamin B2 (riboflavin) (mg),Vitamin B3 (niacin) (mg),Niacinekvivalenter (mg),Vitamin B6 (pyridoksin) (mg),Vitamin B9 (folat) (µg),Vitamin B12 (kobalamin) (µg),Vitamin C (askorbinsyre) (mg),Kalsium (Ca) (mg),Jern (Fe) (mg),Natrium (Na) (mg),Kalium (K) (mg),Magnesium (Mg) (mg),Sink (Zn) (mg),Selen (Se) (µg),Kobber (Cu) (mg),Fosfor (P) (mg),Jod (I) (µg),FoodEx2-klassifisering
1.274,"Lettmelk, 0,5 % fett, vitamin D, laktosefri",Meieriprodukter,Meieriprodukter,139,33,92,0.5,0.3,0,0.1,0.1,0.1,0,0.1,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,3.1,0,3.1,0,0,0,4,0.1,0,0,0,0,0,0.4,0,0.01,0.06,0.1,1,0.03,5,0.5,0,130,0,30,160,9,0.3,2,0,96,17,A02LZ#F09.A0EXM$F10.A0CQD$F18.A07NL$F19.A07PN
1.231,"Lettmelk, 0,5 % fett, vitamin D, uspesifisert",Meieriprodukter,Meieriprodukter,156,37,91,0.5,0.3,0,0.1,0.1,0.1,0,0.1,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,4.5,0,4.5,0,0,0,3.6,0.1,0,4,4,4,4,0.7,0,0.05,0.15,0.1,0.9,0.04,4,0.6,0,133,0,41,174,11,0.4,1,0.01,112,16,A02LZ#F07.A06YN$F09.A0EXM$F18.A07NL$F19.A07PN$F26.A07XD
1.285,"Lettmelk, 0,7 % fett, økologisk",Meieriprodukter,Meieriprodukter,157,37,92,0.7,0.5,0,0.1,0.2,0.1,0,0.1,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,2,4.7,0,4.7,0,0,0,3,0.1,0,4,4,4,4,0,0,0,0.15,0,0.7,0,0,0.4,0,120,0,40,170,0,0,0,0,100,20,A02LZ#F07.A06YQ$F09.A0EXM$F18.A07NL$F19.A07PN$F21.A07SE
1.229,"Lettmelk, 1 % fett, uspesifisert",Meieriprodukter,Meieriprodukter,174,41,91,1,0.6,0,0.1,0.3,0.1,0,0.2,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,2,4.5,0,4.5,0,0,0,3.5,0.1,0,8,7,7,5,0,0,0.01,0.15,0,0.8,0.01,2,0.6,0,132,0,40,173,3,0.1,1,0,113,16,A02LZ#F07.A06YT$F18.A07NL$F19.A07PN$F26.A07XD
1.228,"Lettmelk, 1,0 % fett, Q-meieriene",Meieriprodukter,Meieriprodukter,176,42,91,1,0.7,0,0.1,0.2,0.1,0,0.2,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,3,4.5,0,4.5,0,0,0,3.7,0.1,0,15,15,14,7,0,0,0.05,0.14,0.1,1,0.04,11,0.5,0,140,0,40,180,13,0.6,3,0,105,16,A02LZ#F07.A06YT$F18.A07NL$F19.A07PN
1.002,"Lettmelk, 1,0 % fett, Tine",Meieriprodukter,Meieriprodukter,173,41,91,1,0.6,0,0.1,0.3,0.1,0,0.2,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,2,4.5,0,4.5,0,0,0,3.5,0.1,0,6,6,6,5,0,0,0,0.15,0,0.8,0,0,0.6,0,130,0,40,171,0,0,0,0,115,16,A02LZ#F07.A06YT$F18.A07NL$F19.A07PN
1.215,"Lettmelk, 1,0 % fett, laktosefri",Meieriprodukter,Meieriprodukter,158,37,92,1,0.6,0,0.1,0.3,0.1,0,0.2,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,2,3.1,0,3.1,0,0,0,4,0.1,0,0,0,0,0,0,0,0.02,0.06,0.1,1,0.03,5,0.5,0,120,0,30,150,9,0.3,2,0,92,17,A02LZ#F07.A06YT$F10.A0CQD$F18.A07NL$F19.A07PN$F28.A0C0Q
1.118,"Lettmelk, 1,0 % fett, laktoseredusert",Meieriprodukter,Meieriprodukter,182,43,91,1,0.6,0,0.1,0.3,0.1,0,0.2,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,2,4.5,0,4.5,0,0,0,4,0.1,0,0,0,0,0,0.4,0,0.05,0.15,0.1,1,0.04,5,0.5,0,130,0,40,171,10,0.4,1,0.01,115,16,A02LZ#F07.A06YT$F28.A07MM
1.119,"Lettmelk, 1,2 % fett, langtidsholdbar",Meieriprodukter,Meieriprodukter,189,45,90,1.2,0.8,0,0.1,0.3,0.1,0,0.3,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,3,4.5,0,4.5,0,0,0,4,0.1,0,16,16,15,7,0,0,0.05,0.15,0.1,1,0.04,5,0.5,0,130,0,40,171,10,0.4,1,0.01,115,16,A02LZ#F07.A06YX$F18.A07NL$F19.A07PN$F28.A07HX
1.268,"Lettmelk, 1,2 % fett, økologisk",Meieriprodukter,Meieriprodukter,175,42,91,1.2,0.8,0,0.1,0.3,0.1,0,0.3,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,3,4.7,0,4.7,0,0,0,3,0.1,0,8,8,7,7,0,0,0,0.15,0,0.7,0,0,0.4,0,120,0,40,170,0,0,0,0,100,20,A02LZ#F07.A06YX$F18.A07NL$F19.A07PN$F21.A07SE
1.227,"Lettmelk, kakaosmak, vitamin D",Meieriprodukter,Meieriprodukter,201,48,89,1.1,0.7,0,0.1,0.3,0.1,0,0.3,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,3,5.3,0.9,4.4,0,0,0.3,4,0.1,0,13,13,13,5,0.4,0,0.05,0.15,0.1,1,0.04,5,0.5,0,117,0.3,40,193,16,0.5,2,0,116,16,A02LZ#F09.A0EXM
1.292,"Lettmelk, uspesifisert",Meieriprodukter,Meieriprodukter,166,39,91,0.8,0.5,0,0.1,0.2,0.1,0,0.2,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,2,4.5,0,4.5,0,0,0,3.6,0.1,0,5,5,5,4,0.3,0,0.03,0.15,0.1,0.9,0.02,3,0.6,0,133,0,41,173,6,0.2,1,0,112,16,A02LZ#F18.A07NL$F19.A07PT$F26.A07XD
1.088,"Lettrømme, 10 % fett",Meieriprodukter,Meieriprodukter,491,118,83,10,6.3,0.3,1,2.8,1,0.3,2.4,0.2,2,0.2,0.1,0,0,0,0,0,0,0,0,0,0,25,4.1,0,4.1,0,0,0,3,0.1,0,44,48,39,59,0.1,0.2,0.04,0.1,0.1,0.8,0.03,5,0.4,0,119,0.1,30,156,11,0.4,2,0,79,17,A02NB#F07.A072X
1.087,"Lettrømme, 18 % fett",Meieriprodukter,Meieriprodukter,780,189,75,18,11.4,0.5,1.8,5.1,1.9,0.5,4.3,0.4,3.7,0.4,0.2,0.1,0,0,0,0,0,0,0,0.1,0.1,44,3.7,0,3.7,0,0,0,3,0.1,0,259,267,250,106,0.1,0.4,0.04,0.15,0.1,0.8,0.03,5,0.4,0,105,0,30,138,9,0.3,2,0,71,16,A02NB#F07.A073F
1.286,"Lettrømme, 18 % fett, økologisk",Meieriprodukter,Meieriprodukter,780,189,75,18,12,0.7,2.1,5.2,1.7,0.5,3.8,0.4,3.1,0.4,0.3,0.1,0,0,0,0,0,0,0,0.1,0.1,49,3.7,0,3.7,0,0,0,3,0.1,0,258,266,250,97,0.1,0.4,0.04,0.15,0.1,0.8,0.03,5,0.4,0,105,0,30,138,9,0.3,2,0,71,16,A02NB#F07.A073F$F18.A07NL$F19.A07PR$F21.A07SE
1.204,"Magerost, smørbar, 10 % fett",Meieriprodukter,Meieriprodukter,676,162,72,10,6,0.3,0.9,2.4,0.9,0.3,2.7,0.1,1.8,0.2,0.1,0,0,0,0,0,0,0,0,0.1,0.2,27,0,0,0,0,0,0,18,2.8,0,53,55,51,24,0.1,0.2,0.07,0.23,0.1,4.3,0.06,7,0.4,0,552,0.3,1130,96,26,2.6,1,0.05,740,6,A031C#F07.A072X
1.202,"Magerost, smørbar, 3 % fett",Meieriprodukter,Meieriprodukter,421,100,77,3,1.9,0.1,0.3,0.8,0.3,0.1,0.7,0,0.6,0.1,0.1,0,0,0,0,0,0,0,0,0,0.1,10,0,0,0,0,0,3,17,2.5,0,24,24,23,11,0,0.1,0.07,0.23,0.1,4.1,0.06,7,0.4,0,513,0.3,1000,100,25,2.6,1,0.05,741,6,A031C#F07.A06ZR
1.064,"Magerost, smørbar, 7 % fett",Meieriprodukter,Meieriprodukter,547,131,76,6.5,4.2,0.2,0.6,1.7,0.7,0.2,1.5,0.1,1.3,0.1,0.1,0,0,0,0,0,0,0,0,0,0.1,17,0,0,0,0,0,0,18,2.2,0,53,55,51,24,0,0.2,0.07,0.23,0.1,4.3,0.06,7,0.4,0,510,0.3,860,96,26,2.6,1,0.05,740,6,A031C#F07.A071M
1.3,"Manchego, ost",Meieriprodukter,Meieriprodukter,1622,391,40,30.4,18.9,0,0.1,0.2,0.1,1.5,9,0.4,0.1,0.8,0,0.2,0,0,0,0.1,0,0,0,0.2,0,88,0.5,0,0.5,0,0,0,28.8,1.7,0,0,0,0,0,0.3,0.6,0.04,0.3,0,0,0.2,21,1.5,0,765,0.6,670,100,36,4,2,0,520,34,A02ZR#F02.A06BN$F10.A0CJP$F27.A02LT$F28.A0C6E$F28.A0C6F
1.263,"Mascarpone, kremost",Meieriprodukter,Meieriprodukter,1797,436,47,44.5,29.5,1.6,4.8,12.7,5,1.8,11.7,0.6,9.7,1.9,0.8,0.2,0,0,0,0,0,0,0,0.3,0.9,123,4.3,0,4.3,0,0,0,4.6,0.2,0,394,411,376,214,0.3,1.1,0.04,0.22,0.1,1.2,0.04,11,0.6,0,161,0,70,137,11,0.7,2,0,116,14,A02QH
1.175,"Matfløte, 18 % fett",Meieriprodukter,Meieriprodukter,780,189,75,18,11.4,0.5,1.8,5.1,1.9,0.5,4.3,0.4,3.7,0.4,0.2,0.1,0,0,0,0,0,0,0,0.1,0.1,44,3.7,0,3.7,0,0,0,3,0.1,0,260,268,251,106,0.1,0.4,0.04,0.15,0.1,0.8,0.03,5,0.4,0,104,0,30,133,9,0.3,2,0,71,14,A02ML#F07.A073F
1.291,"Melk, uspesifisert",Meieriprodukter,Meieriprodukter,181,43,91,1.2,0.8,0,0.1,0.3,0.1,0,0.3,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,3,4.5,0,4.5,0,0,0,3.5,0.1,0,10,11,10,9,0.2,0,0.03,0.15,0.1,0.9,0.02,3,0.6,0,132,0,40,173,8,0.3,1,0.01,113,16,A02LV#F26.A07XD
1.079,"Milkshake, sjokoladesmak",Meieriprodukter,Meieriprodukter,314,74,83,1.5,1,0.1,0.1,0.4,0.2,0,0.4,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,4,11.1,0.1,11,4.8,4.8,0.2,4,0.4,0,19,19,18,9,0,0,0.08,0.19,0.1,1,0.17,5,0.5,0,134,0.3,170,241,16,0.5,1,0.01,106,17,A02QD#F04.A06MF
1.297,"Mozzarella, i lake, importert",Meieriprodukter,Meieriprodukter,886,213,67,16.6,10.6,0.5,1.6,4.9,1.7,0,4.1,0.3,3.6,0.7,0.5,0.1,0,0,0,0,0,0,0,0.1,0.5,52,0.4,0,0.4,0,0,0,15.6,0.5,0,166,168,163,33,0,0.4,0.01,0.19,0,3.6,0,8,1.1,0,306,0.1,198,26,12,2.4,0,0,227,19,A02QJ#F02.A06BL$F06.A06XT$F27.A02LT$F28.A0C6E
1.138,"Mozzarella, lett, norsk",Meieriprodukter,Meieriprodukter,1112,266,53,16,10.1,1.8,0.5,4.1,1.7,0.5,3.9,0.4,3.3,0.4,0.2,0.1,0,0,0,0,0,0,0,0.1,0.1,39,0.6,0,0.6,0,0,0,30,1,0,152,159,144,94,0,0.4,0.09,0.36,0.5,7.5,0.04,49,2.8,0,940,0.3,400,89,38,5.3,12,0.05,690,35,A02QJ#F07.A073D$F10.A0CRG
1.066,"Mozzarella, norsk",Meieriprodukter,Meieriprodukter,1320,317,49,23,14.6,0.7,2.3,6.5,2.4,0.7,5.5,0.5,4.7,0.5,0.3,0.1,0,0,0,0,0,0,0,0.1,0.1,57,0.6,0,0.6,0,0,0,27,1.2,0,218,229,207,135,0,0.6,0.09,0.33,0.4,6.7,0.03,45,2.6,0,880,0.2,480,83,35,4.9,11,0.05,640,33,A02QJ#F07.A074F
1.037,"Normanna, blåmuggost",Meieriprodukter,Meieriprodukter,1393,336,51,28,17.7,0.8,2.8,7.9,2.9,0.8,6.8,0.6,5.7,0.6,0.4,0.1,0,0,0,0,0,0,0,0.1,0.1,69,0,0,0,0,0,0,21,2.5,0,267,280,253,164,0,0.7,0.06,0.31,1.1,6,0.12,47,1.5,0,500,0.1,1000,84,21,2.8,10,0.02,360,42,A02SG#F18.A07NY$F19.A07PR$F27.A02LV
1.039,"Norvegia, gulost",Meieriprodukter,Meieriprodukter,1458,351,46,27,17.1,0.8,2.7,7.6,2.8,0.8,6.5,0.6,5.5,0.6,0.4,0.1,0,0,0,0,0,0,0,0.1,0.1,66,0,0,0,0,0,0,27,1.2,0,107,107,107,0,0,0.5,0.08,0.31,0.4,6.7,0.03,42,2.4,0,820,0.2,480,77,33,4.6,11,0.04,590,31,A02SV#F02.A06BN$F07.A073Q$F10.A0CJP$F18.A07NK$F19.A07PR$F27.A02LT$F28.A0C6E$F28.A0C6F
1.247,"Norvegia, gulost, fyldig",Meieriprodukter,Meieriprodukter,1535,370,45,30,19,0.9,3,8.5,3.1,0.9,7.2,0.7,6.1,0.7,0.4,0.1,0,0,0,0,0,0,0,0.1,0.1,74,0,0,0,0,0,0,25,1.2,0,286,300,271,176,0,0.8,0.07,0.31,0.3,6.1,0.03,24,2.2,0,730,0.2,480,70,30,4.1,10,0.04,550,41,A02SV#F07.A073T$F18.A07NZ$F19.A07PR
1.04,"Norvegia, gulost, lett",Meieriprodukter,Meieriprodukter,1119,268,53,16,10.1,0.5,1.6,4.5,1.7,0.5,3.9,0.4,3.3,0.4,0.2,0.1,0,0,0,0,0,0,0,0.1,0.1,39,0,0,0,0,0,0,31,1.2,0,161,167,155,77,0,0.4,0.24,0.26,1.9,9.1,0.04,42,2.4,0,930,0.2,470,73,38,5.2,10,0.04,680,17,A02SV#F07.A073D$F10.A0CRG$F18.A07NZ$F19.A07PR
1.245,"Norvegia, gulost, vellagret",Meieriprodukter,Meieriprodukter,1495,360,45,28,17.7,0.8,2.8,7.9,2.9,0.8,6.8,0.6,5.7,0.6,0.4,0.1,0,0,0,0,0,0,0,0.1,0.1,69,0,0,0,0,0,0,27,1.2,0,127,140,113,164,0,0.5,0.08,0.29,0.4,6.7,0.03,40,2.3,0,780,0.2,480,74,31,4.3,10,0.04,570,29,A02SV#F07.A073R$F18.A07NZ$F19.A07PR
1.246,"Norvegia, gulost, økologisk",Meieriprodukter,Meieriprodukter,1458,351,46,27,17.9,1,3.1,7.8,2.5,0.8,5.7,0.6,4.7,0.6,0.5,0.1,0,0,0,0,0,0,0,0.1,0.1,74,0,0,0,0,0,0,27,1.2,0,257,270,244,159,0,0.7,0.08,0.3,0.4,6.7,0.03,41,2.4,0,800,0.2,480,76,32,4.4,10,0.04,580,30,A02SV#F07.A073Q$F18.A07NZ$F19.A07PR$F21.A07SE
1.042,"Norzola, blåmuggost",Meieriprodukter,Meieriprodukter,1584,383,48,35,22.2,1.1,3.5,9.9,3.6,1,8.4,0.8,7.1,0.8,0.5,0.1,0,0,0,0,0,0,0,0.1,0.1,86,0,0,0,0,0,0,17,2.5,0,333,350,316,206,0,0.9,0.06,0.31,1.1,5.1,0.12,47,1.5,0,500,0.1,1000,84,21,2.8,10,0.02,360,42,A02SG#F07.A075D$F18.A07NY$F19.A07PR
1.043,Nøkkelost,Meieriprodukter,Meieriprodukter,1458,351,46,27,17.1,0.8,2.7,7.6,2.8,0.8,6.5,0.6,5.5,0.6,0.4,0.1,0,0,0,0,0,0,0,0.1,0.1,66,0,0,0,0,0,0,27,1.5,0,257,270,244,159,0,0.7,0.08,0.3,0.4,6.7,0.03,40,2.4,0,800,0.2,600,76,32,4.4,10,0.04,580,30,A02VX
1.142,"Nøkkelost, lett",Meieriprodukter,Meieriprodukter,1136,272,52,16,10.1,0.5,1.6,4.5,1.7,0.5,3.9,0.4,3.3,0.4,0.2,0.1,0,0,0,0,0,0,0,0.1,0.1,39,0,0,0,0,0,0,32,1.4,0,152,159,144,94,0,0.4,0.09,0.35,0.5,8,0.04,48,2.8,0,940,0.2,560,88,38,5.2,12,0.05,680,35,A02VX#F07.A073D$F18.A07NZ$F19.A07PR
1.301,"Paneer, ost",Meieriprodukter,Meieriprodukter,1348,325,50,24.5,15.4,0.7,2.3,6.1,2.8,1.3,6.2,0.3,5.3,0.5,0.9,0.2,0,0,0,0,0,0,0,0.2,0.7,0,0,0,0,0,0,0,26,0,0,251,253,248,34,0,0.4,0,0.2,0.1,6.2,0,25,0,0,537,0,19,69,23,3.2,0,0,383,0,A02QF#F02.A06BL$F27.A02LT$F28.A0C6E
1.2,"Parmesan, Parmigiano Reggiano, ost",Meieriprodukter,Meieriprodukter,1720,414,37,32.2,20.7,1.1,3.7,9.7,2.9,1.1,8.1,0.5,7.1,1.3,1,0.2,0,0,0,0.1,0,0,0,0.2,1,97,0,0,0,0,0,0,31.1,1.3,0,278,280,276,28,0.2,0.6,0,0.27,0.1,7.3,0.76,12,1.3,0,840,0.1,510,87,35,4.4,23,0.84,590,50,A02ZH
1.219,"Pizzaost, revet",Meieriprodukter,Meieriprodukter,1255,301,50,20,12.7,0.6,2,5.7,2.1,0.6,4.8,0.5,4.1,0.4,0.3,0.1,0,0,0,0,0,0,0,0.1,0.1,49,0.3,0,0.3,0,0,0,30,1.1,0,277,289,265,148,0,0.6,0.08,0.38,0.5,7.5,0.03,35,2.5,0,900,0.2,440,82,36,4.9,12,0.05,650,45,A02SV#F28.A07KV
1.046,"Port Salut, kittmodnet ost",Meieriprodukter,Meieriprodukter,1333,321,51,25,15.8,0.8,2.5,7.1,2.6,0.7,6,0.6,5.1,0.6,0.3,0.1,0,0,0,0,0,0,0,0.1,0.1,62,0,0,0,0,0,0,24,1.5,0,238,250,226,147,0,0.7,0.07,0.33,0.4,6,0.04,65,3.4,0,720,0.2,600,74,30,4,10,0.04,520,42,A02RJ
1.059,Prim,Meieriprodukter,Meieriprodukter,1129,268,43,8,5.1,0.2,0.8,2.3,0.8,0.2,1.9,0.2,1.6,0.2,0.1,0,0,0,0,0,0,0,0,0,0,20,42,0,42,9,9,0,7,0.8,0,74,77,70,45,0,0.2,0.22,1.12,0,1.6,0.17,32,1,0,363,0.1,320,1233,67,0.2,6,0.01,430,68,A02MR#F18.A07NL$F19.A07PN
1.06,"Prim, lett",Meieriprodukter,Meieriprodukter,1032,244,44,4,2.5,0.1,0.4,1.1,0.4,0.1,1,0.1,0.8,0.1,0.1,0,0,0,0,0,0,0,0,0,0,10,45,0,45,9,9,0,7,0.8,0,38,40,36,24,0,0.1,0.22,0.88,0,1.6,0,53,1,0,341,0.1,300,1273,71,0.1,6,0,399,68,A02MR#F10.A0CRG$F18.A07NL$F19.A07PN
1.22,"Prim, med jern, Sprett",Meieriprodukter,Meieriprodukter,1146,272,42,8,5.1,0.2,0.8,2.3,0.8,0.2,1.9,0.2,1.6,0.2,0.1,0,0,0,0,0,0,0,0,0,0,20,43,0,43,9,9,0,7,0.8,0,76,79,72,47,0,0.2,0.22,0.87,0,1.6,0,52,1,0,343,10,300,1256,70,0.1,6,0,398,68,A02MR#F09.A0EXD$F10.A0F6C$F18.A07NL$F19.A07PN
1.341,Pultost,Meieriprodukter,Meieriprodukter,626,148,64,0.9,0.5,0,0.1,0.2,0.1,0,0.2,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,35,2.1,0,10,10,9,6,0,0,0.05,0.73,2.4,10.6,0.08,22,0.8,0,145,0.3,850,96,13,2.8,20,0.09,515,34,A02RH#F02.A06BN$F10.A0CJQ$F27.A02MA$F28.A0C6E$F28.A0C6F
1.25,"Pultost, Hedemark",Meieriprodukter,Meieriprodukter,717,169,59,1,0.6,0,0.1,0.3,0.1,0,0.2,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,40,2.3,0,10,10,9,6,0,0,0.06,0.89,2.9,12.2,0.1,26,0.9,0,180,0.3,900,117,16,3.4,24,0.1,630,42,A02RH#F27.A02MA
1.047,"Pultost, Løiten",Meieriprodukter,Meieriprodukter,536,126,69,0.7,0.4,0,0.1,0.2,0.1,0,0.2,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,30,2,0,10,10,9,6,0,0,0.04,0.57,1.9,8.9,0.06,17,0.6,0,110,0.2,800,75,10,2.2,15,0.07,400,26,A02RH#F27.A02MA
1.267,"Raclette, ost",Meieriprodukter,Meieriprodukter,1481,357,46,27.9,16.7,0.9,2.6,6.9,2.8,0,6.5,0.3,5.3,1.3,0.4,0.1,0,0,0,0,0,0,0,0.1,0.5,84,0,0,0,0,0,0,26.4,1.8,0,263,271,255,100,0.2,0.7,0.01,0.22,0.2,6.4,0.06,49,1.4,0,671,0.1,728,70,27,3.9,8,0.06,492,27,A02XF
1.266,"Ricotta, ferskost",Meieriprodukter,Meieriprodukter,519,125,82,10.2,6.4,0.3,1.1,3.1,1,0.3,2.7,0.2,2.3,0.4,0.2,0,0,0,0,0,0,0,0,0.1,0.3,49,0.8,0,0.8,0,0,0,7.5,0.3,0,120,122,117,33,0.2,0.1,0.01,0.3,0.1,1.9,0.1,4,0.9,0,206,0.1,110,219,20,0.5,6,0.02,154,8,A02QL
1.048,Ridderost,Meieriprodukter,Meieriprodukter,1746,422,42,38,24.1,1.1,3.8,10.8,4,1.1,9.2,0.9,7.8,0.8,0.5,0.1,0,0,0,0,0,0,0,0.1,0.1,94,0,0,0,0,0,0,20,1.5,0,362,380,343,223,0,1,0.06,0.29,0.3,5,0.03,57,3,0,620,0.2,600,64,26,3.5,8,0.03,540,37,A02RJ
1.264,"Roquefort, blåmuggost",Meieriprodukter,Meieriprodukter,1470,355,50,31,20.2,1,3.1,8,3.2,0.6,6.8,0.4,6.1,0.9,0.5,0.1,0,0,0,0,0,0,0,0.2,0.6,90,0,0,0,0,0,0,19,4,0,300,304,295,58,0.7,0.6,0.03,0.41,0.6,5,0.1,45,0.4,0,608,0.4,1600,120,27,3.7,6,0.12,430,40,A030K
1.252,"Selbu blå, blåmuggost",Meieriprodukter,Meieriprodukter,1735,420,45,40,25.3,1.2,4,11.3,4.2,1.2,9.6,0.9,8.2,0.9,0.6,0.2,0,0,0,0,0,0,0,0.2,0.2,98,0,0,0,0,0,0,15,2.2,0,381,400,361,235,0,1,0.05,0.27,0.9,4.4,0.11,42,1.4,0,440,0.1,880,75,19,2.5,9,0.02,320,37,A030B#F18.A07NZ
1.287,"Selbu blå, blåmuggost, økologisk",Meieriprodukter,Meieriprodukter,1698,411,46,39,25.9,1.4,4.5,11.2,3.6,1.1,8.3,0.8,6.7,0.9,0.7,0.2,0,0,0,0,0,0,0,0.2,0.2,107,0,0,0,0,0,0,15,2.2,0,331,346,315,187,0,1,0.05,0.23,0.9,4.4,0.11,45,1.2,0,380,0.1,860,75,19,2.1,9,0.02,280,23,A02SG#F18.A07NY$F19.A07PR$F21.A07SE
1.086,"Seterrømme, 35 % fett",Meieriprodukter,Meieriprodukter,1378,335,60,35,22.2,1.1,3.5,9.9,3.6,1,8.4,0.8,7.1,0.8,0.5,0.1,0,0,0,0,0,0,0,0.1,0.1,86,2.9,0,2.9,0,0,0,2,0.1,0,505,522,488,206,0.2,0.8,0.03,0.15,0,0.5,0.02,4,0.2,0,80,0,30,97,6,0.2,1,0,53,13,A02NB#F07.A074A
1.127,"Sjokolademelk, Litago",Meieriprodukter,Meieriprodukter,201,48,89,0.8,0.5,0,0.1,0.2,0.1,0,0.2,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,2,5.9,0.1,5.8,2.9,2.9,0.4,4,0.1,0,8,8,7,7,0.4,0,0.05,0.15,0.1,1,0.04,5,0.6,0,128,0.6,40,213,18,0.5,2,0.01,120,16,A02LZ#F07.A06YZ$F18.A07NL$F19.A07PT
1.008,"Sjokolademelk, Sjokomelk",Meieriprodukter,Meieriprodukter,261,62,86,1.2,0.8,0,0.1,0.3,0.1,0,0.3,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,3,8.5,0.1,8.4,4.1,4.1,0.3,4,0.1,0,15,15,14,7,0,0,0.05,0.15,0.1,1,0.04,5,0.5,0,125,0.4,40,162,16,0.5,2,0.01,115,15,A02LZ#F18.A07NL$F19.A07PT
1.339,"Sjokolademelk, av pulver og helmelk",Meieriprodukter,Meieriprodukter,363,86,83,3.5,2.2,0.1,0.3,1,0.4,0.1,0.8,0.1,0.7,0.1,0.1,0,0,0,0,0,0,0,0,0,0,9,10,0.2,9.8,5.6,5.6,0.4,3.5,0.1,0,23,24,21,19,0,0,0.01,0.14,0.1,0.8,0.01,2,0.5,0,125,0.5,52,220,20,0.6,1,0.08,118,15,A03KZ#F02.A068Y$F04.A03HG$F28.A07MQ
1.197,"Sjokolademelk, av pulver og lettmelk",Meieriprodukter,Meieriprodukter,268,63,85,0.9,0.5,0,0.1,0.2,0.1,0,0.2,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,2,10,0.2,9.8,5.6,5.6,0.4,3.6,0.1,0,5,5,5,4,0.3,0,0.03,0.14,0.1,0.9,0.02,3,0.5,0,126,0.5,53,220,15,0.4,1,0.06,118,15,A02LZ#F18.A07NL$F19.A07PT
1.34,"Sjokolademelk, av pulver og melk",Meieriprodukter,Meieriprodukter,283,67,85,1.3,0.8,0,0.1,0.4,0.2,0,0.3,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0.2,9.8,5.6,5.6,0.4,3.6,0.1,0,10,10,9,8,0.2,0,0.03,0.14,0.1,0.9,0.02,3,0.5,0,125,0.5,53,220,16,0.4,1,0.07,118,15,A03KZ#F02.A068Y$F04.A03HG$F28.A07MQ
1.28,"Sjokolademelk, uten tilsatt sukker, Litago Uten",Meieriprodukter,Meieriprodukter,209,50,88,1.3,0.8,0,0.1,0.4,0.1,0,0.3,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,3,4.6,0.1,4.5,0,0,2,4,0.1,0,16,16,15,7,0,0,0.05,0.15,0.1,1,0.04,5,0.5,0,118,0.6,40,213,18,0.5,2,0,121,16,A02LZ#F10.A077K$F18.A07NL$F19.A07PN
