Matvare ID,Matvare,Kategori,Kostholdsgrupper,Kilojoule (kJ),Kilokalorier (kcal),Vann (g),Fett (g),Mettede fettsyrer (g),C12:0 (laurinsyre) (g),C14:0 (myristinsyre) (g),C16:0 (palmitinsyre) (g),C18:0 (stearinsyre) (g),Transfettsyrer (g),Enumettede fettsyrer (g),C16:1 sum (palmitoleinsyre) (g),C18:1 sum (oljesyre) (g),Flerumettede fettsyrer (g),C18:2n-6 (linolsyre) (g),C18:3n-3 (alfalinolensyre) (g),C20:3n-3 (eikosatriensyre) (g),"C20:3n-6 (dihomo-gamma-linolensyre, DGLA) (g)",C20:4n-3 (eikosatetraensyre) (g),C20:4n-6 (arakidonsyre) (g),"C20:5n-3 (eikosapentaensyre, EPA) (g)","C22:5n-3 (dokosapentaensyre, DPA) (g)","C22:6n-3 (dokosaheksaensyre, DHA) (g)",Omega-3 (g),Omega-6 (g),Kolesterol (mg),Karbohydrat (g),Stivelse (g),Sukkerarter (g),"Sukker, tilsatt (g)","Sukker, fritt (g)",Kostfiber (g),Protein (g),Salt (NaCl) (g),Alkohol (g),Vitamin A (RAE) (RAE),Vitamin A (RE) (RE),Retinol (µg),Betakaroten (µg),Vitamin D (µg),Vitamin E (mg-ATE),Vitamin B1 (tiamin) (mg),Vitamin B2 (riboflavin) (mg),Vitamin B3 (niacin) (mg),Niacinekvivalenter (mg),Vitamin B6 (pyridoksin) (mg),Vitamin B9 (folat) (µg),Vitamin B12 (kobalamin) (µg),Vitamin C (askorbinsyre) (mg),Kalsium (Ca) (mg),Jern (Fe) (mg),Natrium (Na) (mg),Kalium (K) (mg),Magnesium (Mg) (mg),Sink (Zn) (mg),Selen (Se) (µg),Kobber (Cu) (mg),Fosfor (P) (mg),Jod (I) (µg),FoodEx2-klassifisering
13.075,"Mineralvann, uten kullsyre, Bonaqua naturell",Drikke,Drikke,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,A03DR#F02.A06CA$F27.A03DR
13.077,"Mineralvann, uten kullsyre, Olden",Drikke,Drikke,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,A03DR#F02.A06CA$F27.A03DR
13.051,"Mørkt øl, Bayer og juleøl, 4,5-4,7 vol-% alkohol",Drikke,Drikke,177,42,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1,3.6,0.5,0,0,0,0,0,3.7,0,0,0,0,0,0,0.04,0.03,0.4,0.4,0.02,5,0,0,3,0,2,40,8,0,0,0.01,20,0,A03ME#F02.A0ENH$F10.A06HV$F10.A0F2Y$F28.A0C01
6.683,Pasjonsfruktjuice,Drikke,Drikke,199,47,88,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.7,0,10.7,9.9,9.9,0,0.8,0,0,32,64,0,385,0,0,0.01,0.07,0.7,0.8,0.1,14,0,21,7,0.5,19,200,29,0.8,0,0.09,21,1,A03AA#F02.A068V$F27.A01KC$F28.A07LN
13.024,"Pils, 4,7 vol-% alkohol",Drikke,Drikke,170,41,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2,2.8,0.4,0,0,0,0.4,0,3.8,0,0,0,0,0,0,0,0.03,0.3,0.4,0.04,3,0,0,7,0,6,30,8,0,0,0.01,9,0,A03ME
13.155,Pærejuice,Drikke,Drikke,177,42,90,0.2,0,0,0,0,0,0,0.1,0,0.1,0.1,0.1,0,0,0,0,0,0,0,0,0,0.1,0,9.6,0,9.6,0,9.6,0,0.4,0,0,1,2,0,16,0,0.5,0.02,0.02,0.2,0.2,0.01,9,0,3,10,0.2,2,100,7,0.1,0,0.1,11,0,A03AC#F02.A068V$F27.A01DP$F28.A07LN
13.1,Risbasert drikke,Drikke,Drikke,198,47,89,1,0.1,0,0,0.1,0,0,0.3,0,0.3,0.4,0.4,0,0,0,0,0,0,0,0,0,0.4,0,9.1,4.1,5,0,0,0.6,0.1,0.1,0,0,0,0,0,0.8,0.5,0.01,0,0.1,0.1,0,0,0.4,0,120,0.2,41,16,5,0,0,0.02,22,3,A03TM
13.017,"Rødvin, 12 vol-% alkohol",Drikke,Drikke,308,74,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0.7,0,0,0,0.1,0,10.2,0,0,0,0,0,0,0,0.02,0.1,0.1,0.03,1,0,0,7,0.9,7,110,11,0.1,0,0.06,13,1,A03MX
13.059,"Rødvin, tørr",Drikke,Drikke,266,64,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.2,0,0,0,0.1,0,9,0,0,0,0,0,0,0,0.02,0.1,0.1,0.03,1,0,0,7,0.9,7,110,11,0.1,0,0.06,13,1,A03MX
13.06,"Rødvin, uspesifisert",Drikke,Drikke,289,70,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0,0.5,0,0.1,0,9.6,0,0,0,0,0,0,0,0.02,0.1,0.1,0.03,1,0,0,7,0.9,7,110,11,0.1,0,0.06,13,1,A03MX#F26.A07XD
6.584,"Saft, 1000 g sukker pr. l råsaft, drikkeklar",Drikke,Drikke,185,43,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.7,0,10.7,10,10,0,0.1,0,0,1,2,0,13,0,0.2,0,0,0,0.1,0.01,2,0,20,4,0.1,0,34,2,0,0,0.01,7,0,A03EV#F28.A07MQ
6.567,"Saft, 1000 g sukker pr. l råsaft, ublandet",Drikke,Drikke,923,217,46,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.4,0,53.4,50,50,0,0.7,0,0,2,5,0,30,0,0.6,0.01,0.01,0.2,0.3,0.03,5,0,45,16,0.5,2,144,6,0.1,0,0.06,29,0,A03EV#F10.A0CRD
6.583,"Saft, 500 g sukker pr. l råsaft, drikkeklar",Drikke,Drikke,166,39,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.5,0,9.5,8.3,8.3,0,0.2,0,0,1,1,0,10,0,0.2,0,0,0.1,0.1,0.01,2,0,15,5,0.2,1,48,2,0,0,0.02,10,0,A03EV#F28.A07MQ
6.566,"Saft, 500 g sukker pr. l råsaft, ublandet",Drikke,Drikke,664,156,61,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.8,0,37.8,33.3,33.3,0,0.9,0,0,3,6,0,40,0,0.9,0.01,0.01,0.2,0.4,0.04,6,0,60,21,0.7,2,191,8,0.1,0,0.07,39,0,A03EV#F10.A0CRD
13.036,"Saft, uten tilsatt sukker, kunstig søtet, drikkeklar",Drikke,Drikke,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A03FX
6.729,"Sitronsaft, flaske",Drikke,Drikke,33,8,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,0,1.6,0,1.6,0.1,0.3,0,0,1,2,0,12,0,0.1,0.03,0.01,0.1,0.2,0.05,13,0,36,7,0.1,1,130,7,0,1,0.03,8,0,A03AH#F18.A07NM
10.021,"Sjokoladedrikk, av pulver, drikkeklar",Drikke,Drikke,218,52,88,0.7,0.4,0.1,0.1,0.1,0.1,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,9.3,0.5,8.9,8.8,8.8,1,1.5,0.1,0,0,0,0,0,0,0,0.01,0.01,0.1,0.3,0,5,0,0,5,1,39,203,21,0.3,0,0.15,26,0,A03KY#F02.A068Y$F04.A0C6B$F28.A07MQ
6.249,"Slush, med jordbær",Drikke,Drikke,184,43,89,0.1,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0.1,0,9.6,0,9.6,4.2,5.9,1,0.4,0,0,1,1,0,10,0,0.4,0.05,0.03,0.3,0.3,0.05,31,0,42,13,0.2,1,137,9,0.1,0,0.03,19,0,A03DE#F02.A068Q$F04.A01EA$F04.A032J$F28.A07LN$F28.A0CRL
6.25,"Slush, med vannmelon",Drikke,Drikke,227,53,87,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.4,0,12.4,4.9,7.2,0.4,0.6,0,0,7,13,0,80,0,0.1,0.04,0.05,0.1,0.2,0.1,2,0,6,6,0.3,2,95,7,0.1,0,0.02,8,0,A03DE#F02.A068Q$F04.A00KJ$F04.A032J$F28.A07LN$F28.A0CRL
13.112,"Smoothie, ananas og ingefær",Drikke,Drikke,227,54,86,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.9,11.1,0,6.1,1,0.5,0,0,8,15,0,91,0,0.1,0.04,0.03,0.4,0.5,0.13,18,0,18,13,0.2,2,181,15,0.1,0,0.07,14,1,A03DF#F02.A068Q$F04.A01AB$F04.A01LP$F28.A07LN$F28.A0CRL
13.105,"Smoothie, ananas og kokos",Drikke,Drikke,279,66,85,1.8,1.5,0.8,0.3,0.2,0.1,0,0.1,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,11.5,0.8,10.6,0,7.6,0.9,0.6,0,0,2,3,0,20,0,0.1,0.05,0.05,0.3,0.4,0.12,18,0,19,21,0.3,5,177,16,0.1,0,0.08,20,1,A03DF#F02.A068Q$F04.A014K$F04.A01LP$F28.A07LN$F28.A0CRL
13.106,"Smoothie, ananas og mango",Drikke,Drikke,191,45,88,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,5.6,1,0.4,0,0,9,17,0,106,0,0.2,0.08,0.05,0.3,0.4,0.06,15,0,16,10,0.2,3,131,10,0.1,0,0.04,13,2,A03DF#F02.A068Q$F04.A01LF$F04.A01LP$F28.A07LN$F28.A0CRL
13.119,"Smoothie, appelsin, gulrot og ingefær",Drikke,Drikke,230,54,86,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.2,11.8,0,0,2,0.3,0,0,37,74,0,445,0,0.2,0.04,0.02,0.2,0.3,0.05,9,0,6,10,0.2,2,154,6,0,0,0.06,14,1,A03DF#F02.A068Q$F04.A00QH$F04.A01AB$F04.A0DZB$F28.A07LN$F28.A0CRL
13.145,"Smoothie, avokado og mango, kjøpt i kafé/bakeri",Drikke,Drikke,221,52,88,1.3,0.2,0,0,0.2,0,0,0.8,0.1,0.8,0.2,0.2,0,0,0,0,0,0,0,0,0,0.2,0,9.2,0.2,9,0,6.6,1,0.4,0,0,33,65,0,390,0,0.5,0.03,0.16,0.3,0.4,0.08,24,0,6,22,0.5,6,218,13,0.1,0,0.05,15,2,A03DF#F02.A068Q$F04.A01LB$F04.A01LF$F22.A07SK$F28.A07LN$F28.A0CRL
13.118,"Smoothie, blåbær og bringebær",Drikke,Drikke,230,54,85,0.1,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0.1,0,11.5,0.6,11,0,0,2,0.5,0,0,2,4,0,24,0,0.3,0.03,0.02,0.2,0.3,0.07,12,0,7,9,0.2,1,191,10,0.1,0,0.07,17,0,A03DF#F02.A068Q$F04.A01EP$F04.A01EY$F28.A07LN$F28.A0CRL
13.107,"Smoothie, blåbær og eple",Drikke,Drikke,211,50,87,0.2,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0.1,0,11,0.5,10.4,0,5.6,2,0.3,0,0,2,4,0,25,0,0.3,0.02,0.11,0.2,0.3,0.07,9,0,10,10,0.4,2,148,9,0.1,0,0.04,14,0,A03DF#F02.A068Q$F04.A01DJ$F04.A01EY$F28.A07LN$F28.A0CRL
13.104,"Smoothie, bringebær og jordbær",Drikke,Drikke,189,45,88,0.2,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0.1,0,9.2,0.5,8.7,0,4.6,2,0.5,0,0,1,2,0,17,0,0.6,0.04,0.09,0.3,0.4,0.08,23,0,20,13,0.3,2,175,13,0.1,0,0.05,22,0,A03DF#F02.A068Q$F04.A01EA$F04.A01EP$F28.A07LN$F28.A0CRL
13.163,"Smoothie, grønn",Drikke,Drikke,267,63,84,0.8,0.2,0,0,0.2,0.1,0,0.2,0,0.2,0.2,0.1,0,0,0,0,0,0,0,0,0,0.1,15,11.5,2.3,9.3,0.1,3.4,2,1.8,0,0,69,130,9,727,0.1,0.9,0.05,0.12,0.4,0.7,0.17,34,0.1,16,37,0.7,13,290,22,0.2,1,0.17,37,4,A03DF#F02.A068Q$F04.A00MJ$F04.A01LC$F28.A07LN$F28.A0CRL
13.109,"Smoothie, guava og gojibær",Drikke,Drikke,227,54,86,0.3,0.1,0,0,0.1,0,0,0.1,0,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0.1,0,11.1,1,10.2,0,5.4,1,0.9,0,0,9,17,0,103,0,0.3,0.2,0.02,0.5,0.7,0.11,34,0,51,12,0.2,2,234,15,0.1,0,0.08,20,1,A03DF#F02.A068Q$F04.A00JH$F04.A0CGD$F28.A07LN$F28.A0CRL
13.062,"Smoothie, juice, banan og bær",Drikke,Drikke,271,64,83,0.3,0.1,0,0,0,0,0,0,0,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0.1,0,13.5,2.2,11.4,0,2,2,0.9,0,0,4,7,0,45,0,0.6,0.09,0.02,0.5,0.7,0.18,36,0,22,12,0.2,1,257,21,0.2,0,0.08,26,0,A03DF#F04.A01LC$F04.A04RK$F04.A0BX9
13.117,"Smoothie, mango og appelsin",Drikke,Drikke,212,50,87,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.2,0.5,10.7,0,4,1,0.3,0,0,8,17,0,102,0,0.4,0.04,0.08,0.3,0.4,0.07,17,0,12,8,0.2,2,155,10,0.1,0,0.05,12,2,A03DF#F02.A068Q$F04.A01LF$F04.A0DZB$F28.A07LN$F28.A0CRL
13.113,"Smoothie, mango og gojibær",Drikke,Drikke,207,49,88,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0.4,10.6,0,5.9,1,0.3,0,0,8,15,0,94,0,0.3,0.07,0.09,0.3,0.4,0.06,15,0,12,8,0.3,2,149,9,0.1,0,0.04,13,2,A03DF#F02.A068Q$F04.A00JH$F04.A01LF$F28.A07LN$F28.A0CRL
13.111,"Smoothie, mango og pasjonsfrukt",Drikke,Drikke,225,53,86,0.2,0.1,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0.1,0,11.7,0.9,10.8,0,4.8,1,0.5,0,0,12,24,0,144,0,0.3,0.03,0.12,0.4,0.5,0.1,17,0,11,9,0.4,3,180,13,0.1,0,0.05,18,2,A03DF#F02.A068Q$F04.A01KC$F04.A01LF$F28.A07LN$F28.A0CRL
13.061,"Smoothie, yoghurt, juice, banan og bær",Drikke,Drikke,254,60,86,1.2,0.7,0,0.1,0.3,0.1,0,0.3,0,0.2,0.1,0.1,0,0,0,0,0,0,0,0,0,0,3,10,0.6,9.5,1.8,3.7,0.9,1.8,0,0,14,15,12,23,0,0.4,0.09,0.07,0.3,0.7,0.08,28,0.1,31,60,0.2,18,209,15,0.2,1,0.04,52,6,A03DF#F04.A01LC$F04.A02NE$F04.A04RK
6.731,"Solbærsaft, 1000 g sukker pr. l råsaft, drikkeklar",Drikke,Drikke,185,43,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.7,0,10.7,10,10,0,0.1,0,0,1,2,0,13,0,0.2,0,0,0,0.1,0.01,2,0,20,4,0.1,0,34,2,0,0,0.01,7,0,A03EA#F04.A01EE$F28.A07MQ
6.732,"Solbærsaft, 1000 g sukker pr. l råsaft, ublandet",Drikke,Drikke,923,217,46,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.4,0,53.4,50,50,0,0.7,0,0,5,10,0,65,0,1.1,0.01,0.01,0.2,0.3,0.04,8,0,101,21,0.7,2,170,9,0.1,0,0.06,34,0,A03EA#F04.A01EE$F10.A0CRD
6.613,"Solbærsaft, 500 g sukker pr. l råsaft, drikkeklar",Drikke,Drikke,279,66,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.2,0,16.2,15.6,15.6,0,0.1,0,0,1,2,0,12,0,0.2,0,0,0,0.1,0.01,1,0,19,4,0.1,0,32,2,0,0,0.01,6,0,A03EA#F04.A01EE$F28.A07MQ
6.73,"Solbærsaft, 500 g sukker pr. l råsaft, ublandet",Drikke,Drikke,1114,262,35,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.9,0,64.9,62.3,62.3,0,0.5,0,0,4,8,0,49,0,0.8,0,0,0.1,0.2,0.03,6,0,76,16,0.5,1,128,7,0.1,0,0.05,26,0,A03EA#F04.A01EE$F10.A0CRD
6.587,"Solbærsirup, drikkeklar",Drikke,Drikke,137,32,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.9,0,7.9,7.2,7.2,0,0.1,0,0,1,2,0,12,0,0.2,0,0,0,0.1,0.01,1,0,19,4,0.1,0,32,2,0,0,0.01,6,0,A03BQ#F10.A07VP
6.574,"Solbærsirup, ublandet",Drikke,Drikke,822,194,52,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.3,0,47.3,43.5,43.5,0,0.8,0,0,6,12,0,73,0,1.3,0.01,0.01,0.2,0.3,0.04,8,0,114,23,0.8,2,191,10,0.1,0,0.07,38,0,A03BQ
13.126,Soyabasert drikke,Drikke,Drikke,119,28,94,0.9,0.3,0,0,0.2,0.1,0,0.4,0,0.4,1.1,1,0.1,0,0,0,0,0,0,0,0.1,1,0,1.5,0,1.5,1.4,1.4,0,3.5,0.1,0,0,0,0,0,0.5,0.2,0.02,0.23,0,0.6,0.02,19,0.3,0,150,0.4,26,290,19,0.3,1,0.11,140,0,A03TJ#F02.A06HP$F04.A012F
13.066,"Soyabasert drikke, med kalsium og vitaminer (vit B2, vit B12, vit D), søtet",Drikke,Drikke,104,24,94,0,0.3,0,0,0.2,0.1,0,0.3,0,0.3,1,0.9,0.1,0,0,0,0,0,0,0,0.1,0.9,0,2.8,0,2.8,2.8,2.8,0,3.3,0,0,0,0,0,0,0.5,0.2,0.01,0.24,0,0.6,0.02,21,0.3,0,150,0.4,18,290,18,0.3,1,0,130,0,A03TJ#F04.A0EXH$F04.A0EXM$F04.A0EXP$F04.A0EXX
13.067,"Soyabasert drikke, med kalsium og vitaminer (vit B2, vit B12, vit D), usøtet",Drikke,Drikke,136,32,94,1.8,0.3,0,0,0.2,0.1,0,0.4,0,0.4,1.2,1,0.1,0,0,0,0,0,0,0,0.1,1,0,0.3,0,0.3,0,0,0,3.7,0.1,0,0,0,0,0,0,0.2,0.03,0.22,0,0.6,0.03,17,0.3,0,150,0.4,33,290,19,0.3,1,0,150,1,A03TJ#F04.A0EXH$F04.A0EXM$F04.A0EXP$F04.A0EXX
13.055,"Sterkvin, søt, portvin, 20 vol-% alkohol",Drikke,Drikke,629,151,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.6,0,9.6,9.6,9.6,0,0.1,0,16,0,0,0,0,0,0,0,0.01,0.1,0.1,0.01,0,0,0,4,0.4,4,97,11,0.2,0,0.1,12,2,A03NL#F10.A0CQM
13.052,"Sterkvin, søt, vermouth, 15 vol-% alkohol",Drikke,Drikke,545,130,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.3,0,13.3,9.2,9.2,0,0,0.1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.3,27,29,6,0,0,0.02,4,1,A03NH#F10.A0CQM
13.049,"Sterkøl, bokkøl, 6,5 vol-% alkohol",Drikke,Drikke,265,63,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,0,0,0,0.7,0,5.2,0,0,0,0,0,0,0.01,0.02,0.6,0.7,0.05,3,0,0,5,0,4,42,8,0,0,0.01,22,0,A03MB
13.149,Sviskejuice,Drikke,Drikke,176,42,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.3,0,9.3,0,9.3,1,0.6,0,0,0,0,0,2,0,0.1,0.02,0.07,0.3,0.4,0.22,0,0,0,22,0.3,3,211,12,0.2,1,0.05,18,0,A03AE#F02.A068V$F27.A01GQ$F28.A07LN
13.042,"Te, grønn, tilberedt",Drikke,Drikke,2,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0.02,0.1,0.1,0,0,0,3,2,0.1,1,20,0,0,0,0,1,0,A03LD
13.01,"Te, svart, tilberedt",Drikke,Drikke,2,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0.02,0,0,0,3,0,0,0,0,0,27,2,0,0,0.01,2,0,A03LC
6.071,Tomatjuice,Drikke,Drikke,60,14,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,2.5,0,2.5,0.4,0.8,0.5,0,16,32,0,196,0,0.3,0.1,0.08,0.6,0.7,0.07,20,0,8,14,0.4,209,209,10,0.1,1,0.08,16,1,A03CJ
6.777,Tranebærjuice,Drikke,Drikke,218,51,87,0.1,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,12.1,0,12.1,0,12.1,0.1,0.4,0,0,2,4,0,27,0,1.2,0.01,0.02,0.1,0.2,0.05,1,0,9,8,0.3,2,77,6,0.1,0,0.06,13,6,A039T
6.627,Tropisk juice,Drikke,Drikke,183,43,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.5,1.2,9.3,0,9.3,0,0.3,0,0,5,9,0,54,0,0.1,0.02,0,0.2,0.3,0.05,8,0,5,11,0.1,4,91,7,0.1,0,0.02,8,0,A03AP
13.033,"Vann, drikkevann",Drikke,Drikke,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A03DL
13.007,"Vin, alkoholfri",Drikke,Drikke,71,17,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,4,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0.6,3,70,3,0,0,0,20,1,A03MT#F10.A0C0V
13.03,"Vin, alkoholsvak",Drikke,Drikke,150,36,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.1,0,6.1,6.1,6.1,0,0,0,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A03MT#F10.A0CJH
13.025,Vørterøl,Drikke,Drikke,162,38,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.1,3.4,5.7,0,0,0,0.4,0,0,0,0,0,0,0,0,0.04,0.03,0.4,0.5,0.02,5,0,0,3,0,2,40,8,0,0,0.01,20,0,A16GG
13.026,"Øl, alkoholfritt",Drikke,Drikke,103,24,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2.5,2.5,0,0,0,0.4,0,0.4,0,0,0,0,0,0,0,0.02,0.6,0.7,0.03,5,0,0,3,0,2,30,7,0,0,0,19,0,A03MB#F10.A0C0V
13.05,"Øl, redusert energiinnhold, lavkarbo",Drikke,Drikke,133,32,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.4,0,3.8,0,0,0,0,0,0,0,0.03,0.3,0.4,0.04,3,0,0,7,0,6,30,8,0,0,0.01,9,0,A03MB#F10.A0CRG
6.79,"Ajvar, paprikasaus, hjemmelaget",Diverse matvarer og retter,Diverse matvarer og retter,222,53,87,1.9,0.3,0,0,0.2,0.1,0,1.3,0,1.2,0.2,0.2,0.1,0,0,0,0,0,0,0,0.1,0.2,0,5.5,0.5,5,0.5,0.6,4,1.3,1.1,0,37,73,0,442,0,1,0.05,0.06,0.6,0.8,0.2,44,0,77,12,0.5,428,291,17,0.2,0,0.07,34,2,A0F3F#F02.A0F3E$F03.A06JK$F22.A07SS$F27.A00JA$F27.A00JD$F28.A07GY$F28.A0C6N
10.155,"Aspargessuppe, hjemmelaget",Diverse matvarer og retter,Diverse matvarer og retter,222,54,92,4.3,2.6,0.2,0.4,1.1,0.5,0.1,1.1,0.1,1,0.2,0.1,0.1,0,0,0,0,0,0,0,0.1,0.1,9,1.7,0.1,1.7,0,0.1,1,1.5,0.8,0,66,79,52,167,0.2,0.6,0.04,0.07,0.3,0.7,0.03,11,0.1,2,31,0.6,304,82,6,0.2,1,0.02,34,6,A041L#F02.A06GY$F04.A00RT$F10.A07VP$F22.A07SS
6.791,"Avokado- og kikertpålegg, kjøpt",Diverse matvarer og retter,Diverse matvarer og retter,696,168,74,14,2,0,0,1.5,0.1,0,8,0.4,8.2,3,2.3,0.4,0,0,0,0,0,0,0,0.4,2.4,0,5.1,4.1,1,0,0,3,4,0.2,0,2,4,0,25,0,2.7,0.05,0.09,1,1.7,0.19,27,0,9,34,0.9,73,348,28,0.9,2,0.25,70,0,A03VS#F02.A06GG$F04.A011Z$F04.A013M$F04.A01LB$F04.A07XJ$F18.A07NN$F19.A07PF$F22.A07SH
10.185,"Avokadosuppe, kald",Diverse matvarer og retter,Diverse matvarer og retter,495,120,84,11.7,2.9,0.1,0.2,1.9,0.2,0.1,6.8,0.5,6.6,1.3,1.2,0.1,0,0,0,0,0,0,0,0.1,1.2,5,1.4,0.1,1.4,0.1,0.7,2,1.4,0.8,0,25,29,21,49,0,1.1,0.05,0.08,1.1,1.3,0.16,18,0,2,21,0.3,319,356,18,0.3,0,0.13,40,5,A041L#F02.A06GY$F04.A01LB$F10.A07VP
12.015,Baconcrisp,Diverse matvarer og retter,Diverse matvarer og retter,2519,606,6,46,16.6,0,0,2.4,1.3,0.2,23.9,0.1,34,3.7,4.6,0.2,0,0,0,0,0,0,0,0.2,4.6,119,0.2,0,0.2,0,0,0,47.9,3.3,0,0,0,0,0,0,0,0.56,0.2,4.2,12.2,0.05,0,0,0,32,2.4,1320,300,18,1.6,14,0.2,180,0,A022X#F03.A06JA$F17.A07MZ$F22.A07SH$F24.A07VP
